time,industry,city,total
2017-06-01,批發及零售業,苗栗縣,21332022
2017-06-01,批發及零售業,桃園市,195165122
2017-06-01,批發及零售業,高雄市,252135841
2017-06-01,批發及零售業,基隆市,9208853
2017-06-01,批發及零售業,連江縣,229924
2017-06-01,批發及零售業,雲林縣,24565162
2017-06-01,批發及零售業,新北市,326841787
2017-06-01,批發及零售業,新竹市,52498684
2017-06-01,批發及零售業,新竹縣,42305920
2017-06-01,批發及零售業,嘉義市,18420640
2017-06-01,批發及零售業,嘉義縣,14608153
2017-06-01,批發及零售業,彰化縣,61623811
2017-06-01,批發及零售業,臺中市,232628599
2017-06-01,批發及零售業,臺北市,897894851
2017-06-01,批發及零售業,臺東縣,5855328
2017-06-01,批發及零售業,臺南市,123518642
2017-06-01,批發及零售業,澎湖縣,2670657
2017-06-01,金融及保險業,宜蘭縣,1282479
2017-06-01,金融及保險業,花蓮縣,877179
2017-06-01,金融及保險業,金門縣,83531
2017-06-01,金融及保險業,南投縣,1042756
2017-06-01,金融及保險業,屏東縣,1503783
2017-06-01,金融及保險業,苗栗縣,1099646
2017-06-01,金融及保險業,桃園市,9310673
2017-06-01,金融及保險業,高雄市,12103311
2017-06-01,金融及保險業,基隆市,887015
2017-06-01,金融及保險業,連江縣,1476
2017-06-01,金融及保險業,雲林縣,1492936
2017-06-01,金融及保險業,新北市,16641670
2017-06-01,金融及保險業,新竹市,3203831
2017-06-01,金融及保險業,新竹縣,1677730
2017-06-01,金融及保險業,嘉義市,1170797
2017-06-01,金融及保險業,嘉義縣,930903
2017-06-01,金融及保險業,彰化縣,2817614
2017-06-01,金融及保險業,臺中市,15413808
2017-06-01,金融及保險業,臺北市,247073079
2017-06-01,金融及保險業,臺東縣,375502
2017-06-01,金融及保險業,臺南市,6202076
2017-06-01,金融及保險業,澎湖縣,127691
2017-06-01,農、林、漁、牧業,宜蘭縣,115735
2017-06-01,農、林、漁、牧業,花蓮縣,70081
2017-06-01,農、林、漁、牧業,金門縣,16116
2017-06-01,農、林、漁、牧業,南投縣,258151
2017-06-01,農、林、漁、牧業,屏東縣,665180
2017-06-01,農、林、漁、牧業,苗栗縣,94412
2017-06-01,農、林、漁、牧業,桃園市,460611
2017-06-01,農、林、漁、牧業,高雄市,1791817
2017-06-01,農、林、漁、牧業,基隆市,13470
2017-06-01,農、林、漁、牧業,連江縣,957
2017-06-01,農、林、漁、牧業,雲林縣,211257
2017-06-01,農、林、漁、牧業,新北市,502429
2017-06-01,農、林、漁、牧業,新竹市,35526
2017-06-01,農、林、漁、牧業,新竹縣,162308
2017-06-01,農、林、漁、牧業,嘉義市,33392
2017-06-01,農、林、漁、牧業,嘉義縣,372874
2017-06-01,農、林、漁、牧業,彰化縣,461723
2017-06-01,農、林、漁、牧業,臺中市,421770
2017-06-01,農、林、漁、牧業,臺北市,1895880
2017-06-01,農、林、漁、牧業,臺東縣,122761
2017-06-01,農、林、漁、牧業,臺南市,1001556
2017-06-01,農、林、漁、牧業,澎湖縣,14415
2017-06-01,運輸及倉儲業,宜蘭縣,1583016
2017-06-01,運輸及倉儲業,花蓮縣,898155
2017-06-01,運輸及倉儲業,金門縣,671401
2017-06-01,運輸及倉儲業,南投縣,749696
2017-06-01,運輸及倉儲業,屏東縣,780299
2017-06-01,運輸及倉儲業,苗栗縣,969928
2017-06-01,運輸及倉儲業,桃園市,33375892
2017-06-01,運輸及倉儲業,高雄市,21145424
2017-06-01,運輸及倉儲業,基隆市,5172164
2017-06-01,運輸及倉儲業,連江縣,171803
2017-06-01,運輸及倉儲業,雲林縣,1940328
2017-06-01,運輸及倉儲業,新北市,21638450
2017-06-01,運輸及倉儲業,新竹市,1268826
2017-06-01,運輸及倉儲業,新竹縣,1667325
2017-06-01,運輸及倉儲業,嘉義市,888114
2017-06-01,運輸及倉儲業,嘉義縣,1865163
2017-06-01,運輸及倉儲業,彰化縣,2216890
2017-06-01,運輸及倉儲業,臺中市,9952996
2017-06-01,運輸及倉儲業,臺北市,88493307
2017-06-01,運輸及倉儲業,臺東縣,586619
2017-06-01,運輸及倉儲業,臺南市,3977430
2017-06-01,運輸及倉儲業,澎湖縣,593826
2017-06-01,製造業,宜蘭縣,14932781
2017-06-01,製造業,花蓮縣,5573835
2017-06-01,製造業,金門縣,2864123
2017-06-01,製造業,南投縣,20750370
2017-06-01,製造業,屏東縣,18375696
2017-06-01,製造業,苗栗縣,88287697
2017-06-01,製造業,桃園市,252665657
2017-06-01,製造業,高雄市,313003640
2017-06-01,製造業,基隆市,3822271
2017-06-01,製造業,連江縣,100659
2017-06-01,製造業,雲林縣,152798105
2017-06-01,製造業,新北市,257724668
2017-06-01,製造業,新竹市,242101580
2017-06-01,製造業,新竹縣,97331306
2017-06-01,製造業,嘉義市,3953406
2017-06-01,製造業,嘉義縣,23653434
2017-06-01,製造業,彰化縣,128553108
2017-06-01,製造業,臺中市,266716763
2017-06-01,製造業,臺北市,250094451
2017-06-01,製造業,臺東縣,457441
2017-06-01,製造業,臺南市,182267647
2017-06-01,製造業,澎湖縣,118399
2017-06-01,醫療保健及社會工作服務業,宜蘭縣,5604
2017-06-01,醫療保健及社會工作服務業,花蓮縣,15671
2017-06-01,醫療保健及社會工作服務業,金門縣,188
2017-06-01,醫療保健及社會工作服務業,南投縣,4814
2017-06-01,醫療保健及社會工作服務業,屏東縣,16674
2017-06-01,醫療保健及社會工作服務業,苗栗縣,7981
2017-06-01,醫療保健及社會工作服務業,桃園市,480148
2017-06-01,醫療保健及社會工作服務業,高雄市,2971189
2017-06-01,醫療保健及社會工作服務業,基隆市,2260
2017-06-01,醫療保健及社會工作服務業,連江縣,0
2017-06-01,醫療保健及社會工作服務業,雲林縣,5838
2017-06-01,醫療保健及社會工作服務業,新北市,286878
2017-06-01,醫療保健及社會工作服務業,新竹市,20794
2017-06-01,醫療保健及社會工作服務業,新竹縣,0
2017-06-01,醫療保健及社會工作服務業,嘉義市,4636
2017-06-01,醫療保健及社會工作服務業,嘉義縣,0
2017-06-01,醫療保健及社會工作服務業,彰化縣,75244
2017-06-01,醫療保健及社會工作服務業,臺中市,254413
2017-06-01,醫療保健及社會工作服務業,臺北市,800824
2017-06-01,醫療保健及社會工作服務業,臺東縣,4232
2017-06-01,醫療保健及社會工作服務業,臺南市,102319
2017-06-01,醫療保健及社會工作服務業,澎湖縣,0
2017-06-01,藝術、娛樂及休閒服務業,宜蘭縣,277324
2017-06-01,藝術、娛樂及休閒服務業,花蓮縣,184505
2017-06-01,藝術、娛樂及休閒服務業,金門縣,22443
2017-06-01,藝術、娛樂及休閒服務業,南投縣,285816
2017-06-01,藝術、娛樂及休閒服務業,屏東縣,404458
2017-06-01,藝術、娛樂及休閒服務業,苗栗縣,224015
2017-06-01,藝術、娛樂及休閒服務業,桃園市,1240411
2017-06-01,藝術、娛樂及休閒服務業,高雄市,1106459
2017-06-01,藝術、娛樂及休閒服務業,基隆市,145078
2017-06-01,藝術、娛樂及休閒服務業,連江縣,6349
2017-06-01,藝術、娛樂及休閒服務業,雲林縣,501989
2017-06-01,藝術、娛樂及休閒服務業,新北市,1888824
2017-06-01,藝術、娛樂及休閒服務業,新竹市,270179
2017-06-01,藝術、娛樂及休閒服務業,新竹縣,421517
2017-06-01,藝術、娛樂及休閒服務業,嘉義市,157878
2017-06-01,藝術、娛樂及休閒服務業,嘉義縣,104123
2017-06-01,藝術、娛樂及休閒服務業,彰化縣,260628
2017-06-01,藝術、娛樂及休閒服務業,臺中市,1499737
2017-06-01,藝術、娛樂及休閒服務業,臺北市,4912421
2017-06-01,藝術、娛樂及休閒服務業,臺東縣,74926
2017-06-01,藝術、娛樂及休閒服務業,臺南市,718215
2017-06-01,藝術、娛樂及休閒服務業,澎湖縣,33344
2017-08-01,不動產業,宜蘭縣,746456
2017-08-01,不動產業,花蓮縣,605087
2017-08-01,不動產業,金門縣,314435
2017-08-01,不動產業,南投縣,542206
2017-08-01,不動產業,屏東縣,1186394
2017-08-01,不動產業,苗栗縣,1046020
2017-08-01,不動產業,桃園市,11991889
2017-08-01,不動產業,高雄市,18200499
2017-08-01,不動產業,基隆市,1058953
2017-08-01,不動產業,連江縣,0
2017-08-01,不動產業,雲林縣,949628
2017-08-01,不動產業,新北市,33571843
2017-08-01,不動產業,新竹市,4989535
2017-08-01,不動產業,新竹縣,3850399
2017-08-01,不動產業,嘉義市,1216123
2017-08-01,不動產業,嘉義縣,284734
2017-08-01,不動產業,彰化縣,4099387
2017-08-01,不動產業,臺中市,26311836
2017-08-01,不動產業,臺北市,64093604
2017-08-01,不動產業,臺東縣,267896
2017-08-01,不動產業,臺南市,7003393
2017-08-01,不動產業,澎湖縣,0
2017-08-01,住宿及餐飲業,宜蘭縣,2211727
2017-08-01,住宿及餐飲業,花蓮縣,2045207
2017-08-01,住宿及餐飲業,金門縣,320315
2017-08-01,住宿及餐飲業,南投縣,2176752
2017-08-01,住宿及餐飲業,屏東縣,3043508
2017-08-01,住宿及餐飲業,苗栗縣,1375387
2017-08-01,住宿及餐飲業,桃園市,9562919
2017-08-01,住宿及餐飲業,高雄市,11246257
2017-08-01,住宿及餐飲業,基隆市,1034847
2017-08-01,住宿及餐飲業,連江縣,56973
2017-08-01,住宿及餐飲業,雲林縣,1151114
2017-08-01,住宿及餐飲業,新北市,11099337
2017-08-01,住宿及餐飲業,新竹市,2454653
2017-08-01,住宿及餐飲業,新竹縣,2382963
2017-08-01,住宿及餐飲業,嘉義市,1534751
2017-08-01,住宿及餐飲業,嘉義縣,1439553
2017-08-01,住宿及餐飲業,彰化縣,2545562
2017-08-01,住宿及餐飲業,臺中市,13095936
2017-08-01,住宿及餐飲業,臺北市,34222456
2017-08-01,住宿及餐飲業,臺東縣,1371034
2017-08-01,住宿及餐飲業,臺南市,7109626
2017-08-01,住宿及餐飲業,澎湖縣,578735
2017-08-01,批發及零售業,宜蘭縣,16614202
2017-08-01,批發及零售業,花蓮縣,11546689
2017-08-01,批發及零售業,金門縣,3747434
2017-08-01,批發及零售業,南投縣,14895449
2017-08-01,批發及零售業,屏東縣,30406310
2017-08-01,批發及零售業,苗栗縣,27394732
2017-08-01,批發及零售業,桃園市,196692281
2017-08-01,批發及零售業,高雄市,255394202
2017-08-01,批發及零售業,基隆市,9420328
2017-08-01,批發及零售業,連江縣,230554
2017-08-01,批發及零售業,雲林縣,24765436
2017-08-01,批發及零售業,新北市,336294881
2017-08-01,批發及零售業,新竹市,52071856
2017-08-01,批發及零售業,新竹縣,42801854
2017-08-01,批發及零售業,嘉義市,18721836
2017-08-01,批發及零售業,嘉義縣,14941101
2017-08-01,批發及零售業,彰化縣,64085369
2017-08-01,批發及零售業,臺中市,240386356
2017-08-01,批發及零售業,臺北市,884987132
2017-08-01,批發及零售業,臺東縣,6023410
2017-08-01,批發及零售業,臺南市,126125116
2017-08-01,批發及零售業,澎湖縣,2720797
2017-08-01,金融及保險業,宜蘭縣,1361539
2017-08-01,金融及保險業,花蓮縣,898509
2017-08-01,金融及保險業,金門縣,84849
2017-08-01,金融及保險業,南投縣,1050166
2017-08-01,金融及保險業,屏東縣,1519140
2017-08-01,金融及保險業,苗栗縣,1176734
2017-08-01,金融及保險業,桃園市,9554574
2017-08-01,金融及保險業,高雄市,12621561
2017-08-01,金融及保險業,基隆市,823656
2017-08-01,金融及保險業,連江縣,1569
2017-08-01,金融及保險業,雲林縣,1360119
2017-08-01,金融及保險業,新北市,17256628
2017-08-01,金融及保險業,新竹市,3124853
2017-08-01,金融及保險業,新竹縣,1680553
2017-08-01,金融及保險業,嘉義市,1245623
2017-08-01,金融及保險業,嘉義縣,887618
2017-08-01,金融及保險業,彰化縣,2907325
2017-08-01,金融及保險業,臺中市,16467590
2017-08-01,金融及保險業,臺北市,265839169
2017-08-01,金融及保險業,臺東縣,410965
2017-08-01,金融及保險業,臺南市,6410370
2017-08-01,金融及保險業,澎湖縣,135535
2017-08-01,農、林、漁、牧業,宜蘭縣,119709
2017-08-01,農、林、漁、牧業,花蓮縣,61471
2017-08-01,農、林、漁、牧業,金門縣,15018
2017-08-01,農、林、漁、牧業,南投縣,289263
2017-08-01,農、林、漁、牧業,屏東縣,624752
2017-08-01,農、林、漁、牧業,苗栗縣,101869
2017-08-01,農、林、漁、牧業,桃園市,497855
2017-08-01,農、林、漁、牧業,高雄市,1732211
2017-08-01,農、林、漁、牧業,基隆市,48947
2017-08-01,農、林、漁、牧業,連江縣,732
2017-08-01,農、林、漁、牧業,雲林縣,190830
2017-08-01,農、林、漁、牧業,新北市,569384
2017-08-01,農、林、漁、牧業,新竹市,33381
2017-08-01,農、林、漁、牧業,新竹縣,99621
2017-08-01,農、林、漁、牧業,嘉義市,41615
2017-08-01,農、林、漁、牧業,嘉義縣,474897
2017-08-01,農、林、漁、牧業,彰化縣,523910
2017-08-01,農、林、漁、牧業,臺中市,437319
2017-08-01,農、林、漁、牧業,臺北市,2172727
2017-08-01,農、林、漁、牧業,臺東縣,95686
2017-08-01,農、林、漁、牧業,臺南市,1087661
2017-08-01,農、林、漁、牧業,澎湖縣,29556
2017-08-01,運輸及倉儲業,宜蘭縣,1684946
2017-08-01,運輸及倉儲業,花蓮縣,824722
2017-08-01,運輸及倉儲業,金門縣,715304
2017-08-01,運輸及倉儲業,南投縣,771788
2017-08-01,運輸及倉儲業,屏東縣,765917
2017-08-01,運輸及倉儲業,苗栗縣,1010270
2017-08-01,運輸及倉儲業,桃園市,35465660
2017-08-01,運輸及倉儲業,高雄市,21531337
2017-08-01,運輸及倉儲業,基隆市,5420326
2017-08-01,運輸及倉儲業,連江縣,174267
2017-08-01,運輸及倉儲業,雲林縣,1961670
2017-08-01,運輸及倉儲業,新北市,19302222
2017-08-01,運輸及倉儲業,新竹市,1269535
2017-08-01,運輸及倉儲業,新竹縣,1579281
2017-08-01,運輸及倉儲業,嘉義市,816856
2017-08-01,運輸及倉儲業,嘉義縣,1941954
2017-08-01,運輸及倉儲業,彰化縣,2291454
2017-08-01,運輸及倉儲業,臺中市,9769771
2017-08-01,運輸及倉儲業,臺北市,94922248
2017-08-01,運輸及倉儲業,臺東縣,701065
2017-08-01,運輸及倉儲業,臺南市,3974498
2017-08-01,運輸及倉儲業,澎湖縣,584647
2017-08-01,製造業,宜蘭縣,16240631
2017-08-01,製造業,花蓮縣,5496787
2017-08-01,製造業,金門縣,1909768
2017-08-01,製造業,南投縣,20775914
2017-08-01,製造業,屏東縣,19543987
2017-08-01,製造業,苗栗縣,86292565
2017-08-01,製造業,桃園市,255642066
2017-08-01,製造業,高雄市,316361147
2017-08-01,製造業,基隆市,3737413
2017-08-01,製造業,連江縣,85700
2017-08-01,製造業,雲林縣,159573076
2017-08-01,製造業,新北市,267276210
2017-08-01,製造業,新竹市,265072729
2017-08-01,製造業,新竹縣,101898276
2017-08-01,製造業,嘉義市,4756559
2017-08-01,製造業,嘉義縣,23559150
2017-08-01,製造業,彰化縣,133083808
2017-08-01,製造業,臺中市,277814606
2017-08-01,製造業,臺北市,251370602
2017-08-01,製造業,臺東縣,533709
2017-08-01,製造業,臺南市,186977046
2017-08-01,製造業,澎湖縣,141773
2017-08-01,醫療保健及社會工作服務業,宜蘭縣,4712
2017-08-01,醫療保健及社會工作服務業,花蓮縣,18326
2017-08-01,醫療保健及社會工作服務業,金門縣,0
2017-08-01,醫療保健及社會工作服務業,南投縣,3940
2017-08-01,醫療保健及社會工作服務業,屏東縣,16078
2017-08-01,醫療保健及社會工作服務業,苗栗縣,9186
2017-08-01,醫療保健及社會工作服務業,桃園市,53542
2017-08-01,醫療保健及社會工作服務業,高雄市,3053401
2017-08-01,醫療保健及社會工作服務業,基隆市,4151
2017-08-01,醫療保健及社會工作服務業,連江縣,0
2017-08-01,醫療保健及社會工作服務業,雲林縣,7151
2017-08-01,醫療保健及社會工作服務業,新北市,244368
2017-08-01,醫療保健及社會工作服務業,新竹市,17869
2017-08-01,醫療保健及社會工作服務業,新竹縣,33000
2017-08-01,醫療保健及社會工作服務業,嘉義市,4974
2017-08-01,醫療保健及社會工作服務業,嘉義縣,647
2017-08-01,醫療保健及社會工作服務業,彰化縣,56282
2017-08-01,醫療保健及社會工作服務業,臺中市,301791
2017-08-01,醫療保健及社會工作服務業,臺北市,901653
2017-08-01,醫療保健及社會工作服務業,臺東縣,4579
2017-08-01,醫療保健及社會工作服務業,臺南市,68542
2017-08-01,醫療保健及社會工作服務業,澎湖縣,0
2017-08-01,藝術、娛樂及休閒服務業,宜蘭縣,295293
2017-08-01,藝術、娛樂及休閒服務業,花蓮縣,290076
2017-08-01,藝術、娛樂及休閒服務業,金門縣,23611
2017-08-01,藝術、娛樂及休閒服務業,南投縣,413652
2017-08-01,藝術、娛樂及休閒服務業,屏東縣,481470
2017-08-01,藝術、娛樂及休閒服務業,苗栗縣,251656
2017-08-01,藝術、娛樂及休閒服務業,桃園市,1035004
2017-08-01,藝術、娛樂及休閒服務業,高雄市,1250593
2017-08-01,藝術、娛樂及休閒服務業,基隆市,142372
2017-08-01,藝術、娛樂及休閒服務業,連江縣,5891
2017-08-01,藝術、娛樂及休閒服務業,雲林縣,256942
2017-08-01,藝術、娛樂及休閒服務業,新北市,2078512
2017-08-01,藝術、娛樂及休閒服務業,新竹市,282633
2017-08-01,藝術、娛樂及休閒服務業,新竹縣,529705
2017-08-01,藝術、娛樂及休閒服務業,嘉義市,168109
2017-08-01,藝術、娛樂及休閒服務業,嘉義縣,114497
2017-08-01,藝術、娛樂及休閒服務業,彰化縣,255562
2017-08-01,藝術、娛樂及休閒服務業,臺中市,1653372
2017-08-01,藝術、娛樂及休閒服務業,臺北市,6518765
2017-08-01,藝術、娛樂及休閒服務業,臺東縣,73570
2017-08-01,藝術、娛樂及休閒服務業,臺南市,755709
2017-08-01,藝術、娛樂及休閒服務業,澎湖縣,32624
2017-10-01,不動產業,宜蘭縣,1221197
2017-10-01,不動產業,花蓮縣,568296
2017-10-01,不動產業,金門縣,494421
2017-10-01,不動產業,南投縣,378548
2017-10-01,不動產業,屏東縣,563906
2017-10-01,不動產業,苗栗縣,1027767
2017-10-01,不動產業,桃園市,12214007
2017-10-01,不動產業,高雄市,15275450
2017-10-01,不動產業,基隆市,458649
2017-10-01,不動產業,連江縣,0
2017-10-01,不動產業,雲林縣,836010
2017-10-01,不動產業,新北市,32315914
2017-10-01,不動產業,新竹市,3557049
2017-10-01,不動產業,新竹縣,3964370
2017-10-01,不動產業,嘉義市,1125886
2017-10-01,不動產業,嘉義縣,437777
2017-10-01,不動產業,彰化縣,2072427
2017-10-01,不動產業,臺中市,23851060
2017-10-01,不動產業,臺北市,73262045
2017-10-01,不動產業,臺東縣,300463
2017-10-01,不動產業,臺南市,7326645
2017-10-01,不動產業,澎湖縣,0
2017-10-01,住宿及餐飲業,宜蘭縣,2248225
2017-10-01,住宿及餐飲業,花蓮縣,1875031
2017-10-01,住宿及餐飲業,金門縣,329274
2017-10-01,住宿及餐飲業,南投縣,2105684
2017-10-01,住宿及餐飲業,屏東縣,2643949
2017-10-01,住宿及餐飲業,苗栗縣,1250180
2017-10-01,住宿及餐飲業,桃園市,9593218
2017-10-01,住宿及餐飲業,高雄市,11160357
2017-10-01,住宿及餐飲業,基隆市,993021
2017-10-01,住宿及餐飲業,連江縣,56567
2017-10-01,住宿及餐飲業,雲林縣,1125357
2017-10-01,住宿及餐飲業,新北市,11167533
2017-10-01,住宿及餐飲業,新竹市,2459193
2017-10-01,住宿及餐飲業,新竹縣,2289056
2017-10-01,住宿及餐飲業,嘉義市,1474432
2017-10-01,住宿及餐飲業,嘉義縣,828211
2017-10-01,住宿及餐飲業,彰化縣,2477785
2017-10-01,住宿及餐飲業,臺中市,13236585
2017-10-01,住宿及餐飲業,臺北市,34869220
2017-10-01,住宿及餐飲業,臺東縣,1211861
2017-10-01,住宿及餐飲業,臺南市,6781244
2017-10-01,住宿及餐飲業,澎湖縣,457930
2017-10-01,批發及零售業,宜蘭縣,15192143
2017-10-01,批發及零售業,花蓮縣,11283831
2017-10-01,批發及零售業,金門縣,3826908
2017-10-01,批發及零售業,南投縣,14170157
2017-10-01,批發及零售業,屏東縣,30908916
2017-10-01,批發及零售業,苗栗縣,26860342
2017-10-01,批發及零售業,桃園市,197140256
2017-10-01,批發及零售業,高雄市,252082911
2017-10-01,批發及零售業,基隆市,9054828
2017-10-01,批發及零售業,連江縣,232455
2017-10-01,批發及零售業,雲林縣,25258172
2017-10-01,批發及零售業,新北市,332451813
2017-10-01,批發及零售業,新竹市,52585633
2017-10-01,批發及零售業,新竹縣,42647108
2017-10-01,批發及零售業,嘉義市,19349700
2017-10-01,批發及零售業,嘉義縣,15301669
2017-10-01,批發及零售業,彰化縣,62681485
2017-10-01,批發及零售業,臺中市,242173070
2017-10-01,批發及零售業,臺北市,925641939
2017-10-01,批發及零售業,臺東縣,5714311
2017-10-01,批發及零售業,臺南市,126582248
2017-10-01,批發及零售業,澎湖縣,2395493
2017-10-01,金融及保險業,宜蘭縣,1306483
2017-10-01,金融及保險業,花蓮縣,856692
2017-10-01,金融及保險業,金門縣,84438
2017-10-01,金融及保險業,南投縣,1032056
2017-10-01,金融及保險業,屏東縣,1509329
2017-10-01,金融及保險業,苗栗縣,1144448
2017-10-01,金融及保險業,桃園市,9776927
2017-10-01,金融及保險業,高雄市,12983572
2017-10-01,金融及保險業,基隆市,856380
2017-10-01,金融及保險業,連江縣,1867
2017-10-01,金融及保險業,雲林縣,1446359
2017-10-01,金融及保險業,新北市,16436523
2017-10-01,金融及保險業,新竹市,3017041
2017-10-01,金融及保險業,新竹縣,1639881
2017-10-01,金融及保險業,嘉義市,1216246
2017-10-01,金融及保險業,嘉義縣,903751
2017-10-01,金融及保險業,彰化縣,2889175
2017-10-01,金融及保險業,臺中市,15213611
2017-10-01,金融及保險業,臺北市,252519320
2017-10-01,金融及保險業,臺東縣,377703
2017-10-01,金融及保險業,臺南市,6423775
2017-10-01,金融及保險業,澎湖縣,133347
2017-10-01,農、林、漁、牧業,宜蘭縣,121647
2017-10-01,農、林、漁、牧業,花蓮縣,78226
2017-10-01,農、林、漁、牧業,金門縣,25931
2017-10-01,農、林、漁、牧業,南投縣,250396
2017-10-01,農、林、漁、牧業,屏東縣,639809
2017-10-01,農、林、漁、牧業,苗栗縣,80742
2017-10-01,農、林、漁、牧業,桃園市,506085
2017-10-01,農、林、漁、牧業,高雄市,1535973
2017-10-01,農、林、漁、牧業,基隆市,26747
2017-10-01,農、林、漁、牧業,連江縣,1560
2017-10-01,農、林、漁、牧業,雲林縣,239585
2017-10-01,農、林、漁、牧業,新北市,571151
2017-10-01,農、林、漁、牧業,新竹市,30729
2017-10-01,農、林、漁、牧業,新竹縣,118357
2017-10-01,農、林、漁、牧業,嘉義市,28831
2017-10-01,農、林、漁、牧業,嘉義縣,362423
2017-10-01,農、林、漁、牧業,彰化縣,476891
2017-10-01,農、林、漁、牧業,臺中市,447227
2017-10-01,農、林、漁、牧業,臺北市,2323857
2017-10-01,農、林、漁、牧業,臺東縣,129858
2017-10-01,農、林、漁、牧業,臺南市,1051800
2017-10-01,農、林、漁、牧業,澎湖縣,55461
2017-10-01,運輸及倉儲業,宜蘭縣,1486591
2017-10-01,運輸及倉儲業,花蓮縣,865649
2017-10-01,運輸及倉儲業,金門縣,644030
2017-10-01,運輸及倉儲業,南投縣,722548
2017-10-01,運輸及倉儲業,屏東縣,752246
2017-10-01,運輸及倉儲業,苗栗縣,989032
2017-10-01,運輸及倉儲業,桃園市,32873403
2017-10-01,運輸及倉儲業,高雄市,21449193
2017-10-01,運輸及倉儲業,基隆市,6271726
2017-10-01,運輸及倉儲業,連江縣,136257
2017-10-01,運輸及倉儲業,雲林縣,2018600
2017-10-01,運輸及倉儲業,新北市,19371622
2017-10-01,運輸及倉儲業,新竹市,1346493
2017-10-01,運輸及倉儲業,新竹縣,1661605
2017-10-01,運輸及倉儲業,嘉義市,978125
2017-10-01,運輸及倉儲業,嘉義縣,1813693
2017-10-01,運輸及倉儲業,彰化縣,2235772
2017-10-01,運輸及倉儲業,臺中市,9843707
2017-10-01,運輸及倉儲業,臺北市,92017124
2017-10-01,運輸及倉儲業,臺東縣,624718
2017-10-01,運輸及倉儲業,臺南市,4338473
2017-10-01,運輸及倉儲業,澎湖縣,397011
2017-10-01,製造業,宜蘭縣,16994539
2017-10-01,製造業,花蓮縣,5612793
2017-10-01,製造業,金門縣,2576285
2017-10-01,製造業,南投縣,20704693
2017-10-01,製造業,屏東縣,19635182
2017-10-01,製造業,苗栗縣,84940701
2017-10-01,製造業,桃園市,253047158
2017-10-01,製造業,高雄市,319204661
2017-10-01,製造業,基隆市,3781838
2017-10-01,製造業,連江縣,123752
2017-10-01,製造業,雲林縣,164602812
2017-10-01,製造業,新北市,262690794
2017-10-01,製造業,新竹市,276439697
2017-10-01,製造業,新竹縣,106209985
2017-10-01,製造業,嘉義市,5041665
2017-10-01,製造業,嘉義縣,24145316
2017-10-01,製造業,彰化縣,129211821
2017-10-01,製造業,臺中市,274150313
2017-10-01,製造業,臺北市,254252062
2017-10-01,製造業,臺東縣,480452
2017-10-01,製造業,臺南市,181859729
2017-10-01,製造業,澎湖縣,125603
2017-10-01,醫療保健及社會工作服務業,宜蘭縣,5573
2017-10-01,醫療保健及社會工作服務業,花蓮縣,56718
2017-10-01,醫療保健及社會工作服務業,金門縣,0
2017-10-01,醫療保健及社會工作服務業,南投縣,4995
2017-10-01,醫療保健及社會工作服務業,屏東縣,14574
2017-10-01,醫療保健及社會工作服務業,苗栗縣,12981
2017-10-01,醫療保健及社會工作服務業,桃園市,54759
2017-10-01,醫療保健及社會工作服務業,高雄市,2942264
2017-10-01,醫療保健及社會工作服務業,基隆市,4201
2017-10-01,醫療保健及社會工作服務業,連江縣,0
2017-10-01,醫療保健及社會工作服務業,雲林縣,6441
2017-10-01,醫療保健及社會工作服務業,新北市,276284
2017-10-01,醫療保健及社會工作服務業,新竹市,21825
2017-10-01,醫療保健及社會工作服務業,新竹縣,29530
2017-10-01,醫療保健及社會工作服務業,嘉義市,7500
2017-10-01,醫療保健及社會工作服務業,嘉義縣,624
2017-10-01,醫療保健及社會工作服務業,彰化縣,59249
2017-10-01,醫療保健及社會工作服務業,臺中市,333461
2017-10-01,醫療保健及社會工作服務業,臺北市,896633
2017-10-01,醫療保健及社會工作服務業,臺東縣,3830
2017-10-01,醫療保健及社會工作服務業,臺南市,96161
2017-10-01,醫療保健及社會工作服務業,澎湖縣,0
2017-10-01,藝術、娛樂及休閒服務業,宜蘭縣,269036
2017-10-01,藝術、娛樂及休閒服務業,花蓮縣,205316
2017-10-01,藝術、娛樂及休閒服務業,金門縣,28405
2017-10-01,藝術、娛樂及休閒服務業,南投縣,334554
2017-10-01,藝術、娛樂及休閒服務業,屏東縣,382059
2017-10-01,藝術、娛樂及休閒服務業,苗栗縣,230856
2017-10-01,藝術、娛樂及休閒服務業,桃園市,1007690
2017-10-01,藝術、娛樂及休閒服務業,高雄市,1190517
2017-10-01,藝術、娛樂及休閒服務業,基隆市,135220
2017-10-01,藝術、娛樂及休閒服務業,連江縣,4349
2017-10-01,藝術、娛樂及休閒服務業,雲林縣,222094
2017-10-01,藝術、娛樂及休閒服務業,新北市,2095883
2017-10-01,藝術、娛樂及休閒服務業,新竹市,262002
2017-10-01,藝術、娛樂及休閒服務業,新竹縣,473368
2017-10-01,藝術、娛樂及休閒服務業,嘉義市,165622
2017-10-01,藝術、娛樂及休閒服務業,嘉義縣,110935
2017-10-01,藝術、娛樂及休閒服務業,彰化縣,245607
2017-10-01,藝術、娛樂及休閒服務業,臺中市,1521137
2017-10-01,藝術、娛樂及休閒服務業,臺北市,5508609
2017-10-01,藝術、娛樂及休閒服務業,臺東縣,68039
2017-10-01,藝術、娛樂及休閒服務業,臺南市,814890
