time,industry,city,total
2018-10-01,製造業,臺東縣,528814
2018-10-01,製造業,臺南市,180382159
2018-10-01,製造業,澎湖縣,109804
2018-10-01,醫療保健及社會工作服務業,宜蘭縣,6803
2018-10-01,醫療保健及社會工作服務業,花蓮縣,66176
2018-10-01,醫療保健及社會工作服務業,金門縣,350
2018-10-01,醫療保健及社會工作服務業,南投縣,6466
2018-10-01,醫療保健及社會工作服務業,屏東縣,16487
2018-10-01,醫療保健及社會工作服務業,苗栗縣,18850
2018-10-01,醫療保健及社會工作服務業,桃園市,69280
2018-10-01,醫療保健及社會工作服務業,高雄市,3126494
2018-10-01,醫療保健及社會工作服務業,基隆市,8867
2018-10-01,醫療保健及社會工作服務業,連江縣,0
2018-10-01,醫療保健及社會工作服務業,雲林縣,8342
2018-10-01,醫療保健及社會工作服務業,新北市,293731
2018-10-01,醫療保健及社會工作服務業,新竹市,25011
2018-10-01,醫療保健及社會工作服務業,新竹縣,43142
2018-10-01,醫療保健及社會工作服務業,嘉義市,8077
2018-10-01,醫療保健及社會工作服務業,嘉義縣,0
2018-10-01,醫療保健及社會工作服務業,彰化縣,55180
2018-10-01,醫療保健及社會工作服務業,臺中市,354810
2018-10-01,醫療保健及社會工作服務業,臺北市,1110011
2018-10-01,醫療保健及社會工作服務業,臺東縣,2759
2018-10-01,醫療保健及社會工作服務業,臺南市,97946
2018-10-01,醫療保健及社會工作服務業,澎湖縣,0
2018-10-01,藝術、娛樂及休閒服務業,宜蘭縣,274778
2018-10-01,藝術、娛樂及休閒服務業,花蓮縣,208069
2018-10-01,藝術、娛樂及休閒服務業,金門縣,26446
2018-10-01,藝術、娛樂及休閒服務業,南投縣,334728
2018-10-01,藝術、娛樂及休閒服務業,屏東縣,437404
2018-10-01,藝術、娛樂及休閒服務業,苗栗縣,256987
2018-10-01,藝術、娛樂及休閒服務業,桃園市,1192151
2018-10-01,藝術、娛樂及休閒服務業,高雄市,1404586
2018-10-01,藝術、娛樂及休閒服務業,基隆市,143098
2018-10-01,藝術、娛樂及休閒服務業,連江縣,4780
2018-10-01,藝術、娛樂及休閒服務業,雲林縣,209244
2018-10-01,藝術、娛樂及休閒服務業,新北市,2337930
2018-10-01,藝術、娛樂及休閒服務業,新竹市,338120
2018-10-01,藝術、娛樂及休閒服務業,新竹縣,581286
2018-10-01,藝術、娛樂及休閒服務業,嘉義市,198731
2018-10-01,藝術、娛樂及休閒服務業,嘉義縣,114317
2018-10-01,藝術、娛樂及休閒服務業,彰化縣,289040
2018-10-01,藝術、娛樂及休閒服務業,臺中市,1856269
2018-10-01,藝術、娛樂及休閒服務業,臺北市,5860362
2018-10-01,藝術、娛樂及休閒服務業,臺東縣,78213
2018-10-01,藝術、娛樂及休閒服務業,臺南市,947587
2018-10-01,藝術、娛樂及休閒服務業,澎湖縣,45456
2018-12-01,不動產業,宜蘭縣,1181984
2018-12-01,不動產業,花蓮縣,1098441
2018-12-01,不動產業,金門縣,454629
2018-12-01,不動產業,南投縣,703216
2018-12-01,不動產業,屏東縣,1302523
2018-12-01,不動產業,苗栗縣,1579460
2018-12-01,不動產業,桃園市,19018802
2018-12-01,不動產業,高雄市,34439455
2018-12-01,不動產業,基隆市,437634
2018-12-01,不動產業,連江縣,0
2018-12-01,不動產業,雲林縣,1943155
2018-12-01,不動產業,新北市,45578931
2018-12-01,不動產業,新竹市,4739995
2018-12-01,不動產業,新竹縣,5106988
2018-12-01,不動產業,嘉義市,1071224
2018-12-01,不動產業,嘉義縣,578998
2018-12-01,不動產業,彰化縣,3950747
2018-12-01,不動產業,臺中市,35283860
2018-12-01,不動產業,臺北市,133417187
2018-12-01,不動產業,臺東縣,543088
2018-12-01,不動產業,臺南市,12970624
2018-12-01,不動產業,澎湖縣,0
2018-12-01,住宿及餐飲業,宜蘭縣,2733273
2018-12-01,住宿及餐飲業,花蓮縣,2115665
2018-12-01,住宿及餐飲業,金門縣,384838
2018-12-01,住宿及餐飲業,南投縣,2170349
2018-12-01,住宿及餐飲業,屏東縣,2604583
2018-12-01,住宿及餐飲業,苗栗縣,1463337
2018-12-01,住宿及餐飲業,桃園市,10295344
2018-12-01,住宿及餐飲業,高雄市,12154031
2018-12-01,住宿及餐飲業,基隆市,1117180
2018-12-01,住宿及餐飲業,連江縣,61311
2018-12-01,住宿及餐飲業,雲林縣,1240664
2018-12-01,住宿及餐飲業,新北市,12158340
2018-12-01,住宿及餐飲業,新竹市,2808017
2018-12-01,住宿及餐飲業,新竹縣,2602514
2018-12-01,住宿及餐飲業,嘉義市,1557800
2018-12-01,住宿及餐飲業,嘉義縣,894473
2018-12-01,住宿及餐飲業,彰化縣,2795410
2018-12-01,住宿及餐飲業,臺中市,15321321
2018-12-01,住宿及餐飲業,臺北市,40991358
2018-12-01,住宿及餐飲業,臺東縣,1444836
2018-12-01,住宿及餐飲業,臺南市,7210243
2018-12-01,住宿及餐飲業,澎湖縣,373484
2018-12-01,批發及零售業,宜蘭縣,16757261
2018-12-01,批發及零售業,花蓮縣,12037709
2018-12-01,批發及零售業,金門縣,4528139
2018-12-01,批發及零售業,南投縣,15344696
2018-12-01,批發及零售業,屏東縣,33133600
2018-12-01,批發及零售業,苗栗縣,34100119
2018-12-01,批發及零售業,桃園市,215586638
2018-12-01,批發及零售業,高雄市,307161273
2018-12-01,批發及零售業,基隆市,9550145
2018-12-01,批發及零售業,連江縣,228223
2018-12-01,批發及零售業,雲林縣,27925973
2018-12-01,批發及零售業,新北市,367659497
2018-12-01,批發及零售業,新竹市,82900645
2018-12-01,批發及零售業,新竹縣,50929606
2018-12-01,批發及零售業,嘉義市,21223738
2018-12-01,批發及零售業,嘉義縣,17182198
2018-12-01,批發及零售業,彰化縣,67224370
2018-12-01,批發及零售業,臺中市,261875864
2018-12-01,批發及零售業,臺北市,1070697293
2018-12-01,批發及零售業,臺東縣,6305800
2018-12-01,批發及零售業,臺南市,140577561
2018-12-01,批發及零售業,澎湖縣,2590575
2018-12-01,金融及保險業,宜蘭縣,1387079
2018-12-01,金融及保險業,花蓮縣,884699
2018-12-01,金融及保險業,金門縣,90824
2018-12-01,金融及保險業,南投縣,1359652
2018-12-01,金融及保險業,屏東縣,1596465
2018-12-01,金融及保險業,苗栗縣,1255942
2018-12-01,金融及保險業,桃園市,14088761
2018-12-01,金融及保險業,高雄市,18542997
2018-12-01,金融及保險業,基隆市,830948
2018-12-01,金融及保險業,連江縣,2191
2018-12-01,金融及保險業,雲林縣,1621478
2018-12-01,金融及保險業,新北市,24962538
2018-12-01,金融及保險業,新竹市,3510172
2018-12-01,金融及保險業,新竹縣,2469797
2018-12-01,金融及保險業,嘉義市,1441337
2018-12-01,金融及保險業,嘉義縣,999526
2018-12-01,金融及保險業,彰化縣,3792898
2018-12-01,金融及保險業,臺中市,20309588
2018-12-01,金融及保險業,臺北市,531774723
2018-12-01,金融及保險業,臺東縣,378757
2018-12-01,金融及保險業,臺南市,8386859
2018-12-01,金融及保險業,澎湖縣,131590
2018-12-01,教育業,宜蘭縣,10725
2018-12-01,教育業,花蓮縣,16570
2018-12-01,教育業,金門縣,295
2018-12-01,教育業,南投縣,9865
2018-12-01,教育業,屏東縣,30998
2018-12-01,教育業,苗栗縣,15169
2018-12-01,教育業,桃園市,421814
2018-12-01,教育業,高雄市,418820
2018-12-01,教育業,基隆市,7254
2018-12-01,教育業,連江縣,262
2018-12-01,教育業,雲林縣,19238
2018-12-01,教育業,新北市,293808
2018-12-01,教育業,新竹市,107093
2018-12-01,教育業,新竹縣,39050
2018-12-01,教育業,嘉義市,54324
2018-12-01,教育業,嘉義縣,3549
2018-12-01,教育業,彰化縣,48046
2018-12-01,教育業,臺中市,469406
2018-12-01,教育業,臺北市,1861467
2018-12-01,教育業,臺東縣,8475
2018-12-01,教育業,臺南市,173604
2018-12-01,教育業,澎湖縣,1928
2018-12-01,農、林、漁、牧業,宜蘭縣,156355
2018-12-01,農、林、漁、牧業,花蓮縣,100019
2018-12-01,農、林、漁、牧業,金門縣,14369
2018-12-01,農、林、漁、牧業,南投縣,320190
2018-12-01,農、林、漁、牧業,屏東縣,782741
2018-12-01,農、林、漁、牧業,苗栗縣,94893
2018-12-01,農、林、漁、牧業,桃園市,600520
2018-12-01,農、林、漁、牧業,高雄市,2288186
2018-12-01,農、林、漁、牧業,基隆市,8505
2018-12-01,農、林、漁、牧業,連江縣,2593
2018-12-01,農、林、漁、牧業,雲林縣,254641
2018-12-01,農、林、漁、牧業,新北市,563238
2018-12-01,農、林、漁、牧業,新竹市,33069
2018-12-01,農、林、漁、牧業,新竹縣,68479
2018-12-01,農、林、漁、牧業,嘉義市,30290
2018-12-01,農、林、漁、牧業,嘉義縣,351399
2018-12-01,農、林、漁、牧業,彰化縣,569483
2018-12-01,農、林、漁、牧業,臺中市,496633
2018-12-01,農、林、漁、牧業,臺北市,2459471
2018-12-01,農、林、漁、牧業,臺東縣,134111
2018-12-01,農、林、漁、牧業,臺南市,1282888
2018-12-01,農、林、漁、牧業,澎湖縣,20591
2018-12-01,運輸及倉儲業,宜蘭縣,1557453
2018-12-01,運輸及倉儲業,花蓮縣,925472
2018-12-01,運輸及倉儲業,金門縣,762059
2018-12-01,運輸及倉儲業,南投縣,920607
2018-12-01,運輸及倉儲業,屏東縣,931156
2018-12-01,運輸及倉儲業,苗栗縣,1158183
2018-12-01,運輸及倉儲業,桃園市,37694102
2018-12-01,運輸及倉儲業,高雄市,23680908
2018-12-01,運輸及倉儲業,基隆市,7593560
2018-12-01,運輸及倉儲業,連江縣,176343
2018-12-01,運輸及倉儲業,雲林縣,2090953
2018-12-01,運輸及倉儲業,新北市,24195642
2018-12-01,運輸及倉儲業,新竹市,1232804
2018-12-01,運輸及倉儲業,新竹縣,2191243
2018-12-01,運輸及倉儲業,嘉義市,1055920
2018-12-01,運輸及倉儲業,嘉義縣,2012094
2018-12-01,運輸及倉儲業,彰化縣,2694852
2018-12-01,運輸及倉儲業,臺中市,11424617
2018-12-01,運輸及倉儲業,臺北市,113367838
2018-12-01,運輸及倉儲業,臺東縣,617131
2018-12-01,運輸及倉儲業,臺南市,4565577
2018-12-01,運輸及倉儲業,澎湖縣,445045
2018-12-01,製造業,宜蘭縣,16060501
2018-12-01,製造業,花蓮縣,5888001
2018-12-01,製造業,金門縣,2056487
2018-12-01,製造業,南投縣,20777813
2018-12-01,製造業,屏東縣,21028054
2018-12-01,製造業,苗栗縣,83667859
2018-12-01,製造業,桃園市,328322642
2018-12-01,製造業,高雄市,400031995
2018-12-01,製造業,基隆市,3612446
2018-12-01,製造業,連江縣,92543
2018-12-01,製造業,雲林縣,201806481
2018-12-01,製造業,新北市,299368859
2018-12-01,製造業,新竹市,348795063
2018-12-01,製造業,新竹縣,121394724
2018-12-01,製造業,嘉義市,4629897
2018-12-01,製造業,嘉義縣,23787894
2018-12-01,製造業,彰化縣,174673246
2018-12-01,製造業,臺中市,306702392
2018-12-01,製造業,臺北市,338673857
2018-12-01,製造業,臺東縣,623711
2018-12-01,製造業,臺南市,215001774
2018-12-01,製造業,澎湖縣,115709
2018-12-01,醫療保健及社會工作服務業,宜蘭縣,7672
2018-12-01,醫療保健及社會工作服務業,花蓮縣,77627
2018-12-01,醫療保健及社會工作服務業,金門縣,350
2018-12-01,醫療保健及社會工作服務業,南投縣,4966
2018-12-01,醫療保健及社會工作服務業,屏東縣,19872
2018-12-01,醫療保健及社會工作服務業,苗栗縣,19302
2018-12-01,醫療保健及社會工作服務業,桃園市,81280
2018-12-01,醫療保健及社會工作服務業,高雄市,3215448
2018-12-01,醫療保健及社會工作服務業,基隆市,9757
2018-12-01,醫療保健及社會工作服務業,連江縣,0
2018-12-01,醫療保健及社會工作服務業,雲林縣,7986
2018-12-01,醫療保健及社會工作服務業,新北市,345773
2018-12-01,醫療保健及社會工作服務業,新竹市,36585
2018-12-01,醫療保健及社會工作服務業,新竹縣,40173
2018-12-01,醫療保健及社會工作服務業,嘉義市,7494
2018-12-01,醫療保健及社會工作服務業,嘉義縣,0
2018-12-01,醫療保健及社會工作服務業,彰化縣,76583
2018-12-01,醫療保健及社會工作服務業,臺中市,380569
2018-12-01,醫療保健及社會工作服務業,臺北市,1502693
2018-12-01,醫療保健及社會工作服務業,臺東縣,3974
2018-12-01,醫療保健及社會工作服務業,臺南市,109424
2018-12-01,醫療保健及社會工作服務業,澎湖縣,0
2018-12-01,藝術、娛樂及休閒服務業,宜蘭縣,306257
2018-12-01,藝術、娛樂及休閒服務業,花蓮縣,214779
2018-12-01,藝術、娛樂及休閒服務業,金門縣,24434
2018-12-01,藝術、娛樂及休閒服務業,南投縣,420563
2018-12-01,藝術、娛樂及休閒服務業,屏東縣,660543
2018-12-01,藝術、娛樂及休閒服務業,苗栗縣,285258
2018-12-01,藝術、娛樂及休閒服務業,桃園市,1260729
2018-12-01,藝術、娛樂及休閒服務業,高雄市,1706899
2018-12-01,藝術、娛樂及休閒服務業,基隆市,193998
2018-12-01,藝術、娛樂及休閒服務業,連江縣,4728
2018-12-01,藝術、娛樂及休閒服務業,雲林縣,248104
2018-12-01,藝術、娛樂及休閒服務業,新北市,2464609
2018-12-01,藝術、娛樂及休閒服務業,新竹市,397148
2018-12-01,藝術、娛樂及休閒服務業,新竹縣,672933
2018-12-01,藝術、娛樂及休閒服務業,嘉義市,190596
2018-12-01,藝術、娛樂及休閒服務業,嘉義縣,135871
2018-12-01,藝術、娛樂及休閒服務業,彰化縣,291183
2018-12-01,藝術、娛樂及休閒服務業,臺中市,2052634
2018-12-01,藝術、娛樂及休閒服務業,臺北市,8251495
2018-12-01,藝術、娛樂及休閒服務業,臺東縣,88128
2018-12-01,藝術、娛樂及休閒服務業,臺南市,985586
2018-12-01,藝術、娛樂及休閒服務業,澎湖縣,46385
2019-02-01,不動產業,宜蘭縣,899708
2019-02-01,不動產業,花蓮縣,544084
2019-02-01,不動產業,金門縣,291583
2019-02-01,不動產業,南投縣,552316
2019-02-01,不動產業,屏東縣,825383
2019-02-01,不動產業,苗栗縣,977888
2019-02-01,不動產業,桃園市,11579935
2019-02-01,不動產業,高雄市,15639933
2019-02-01,不動產業,基隆市,218275
2019-02-01,不動產業,連江縣,0
2019-02-01,不動產業,雲林縣,1628429
2019-02-01,不動產業,新北市,28986226
2019-02-01,不動產業,新竹市,3903288
2019-02-01,不動產業,新竹縣,3420948
2019-02-01,不動產業,嘉義市,1142154
2019-02-01,不動產業,嘉義縣,398891
2019-02-01,不動產業,彰化縣,2727924
2019-02-01,不動產業,臺中市,28283606
2019-02-01,不動產業,臺北市,61105420
2019-02-01,不動產業,臺東縣,246369
2019-02-01,不動產業,臺南市,7846034
2019-02-01,不動產業,澎湖縣,0
2019-02-01,住宿及餐飲業,宜蘭縣,2434204
2019-02-01,住宿及餐飲業,花蓮縣,1997438
2019-02-01,住宿及餐飲業,金門縣,334616
2019-02-01,住宿及餐飲業,南投縣,2116108
2019-02-01,住宿及餐飲業,屏東縣,2701532
2019-02-01,住宿及餐飲業,苗栗縣,1520694
2019-02-01,住宿及餐飲業,桃園市,9464211
2019-02-01,住宿及餐飲業,高雄市,12708431
2019-02-01,住宿及餐飲業,基隆市,1149393
2019-02-01,住宿及餐飲業,連江縣,58265
2019-02-01,住宿及餐飲業,雲林縣,1273909
2019-02-01,住宿及餐飲業,新北市,12320407
2019-02-01,住宿及餐飲業,新竹市,2794257
2019-02-01,住宿及餐飲業,新竹縣,2689034
2019-02-01,住宿及餐飲業,嘉義市,1738475
2019-02-01,住宿及餐飲業,嘉義縣,908831
2019-02-01,住宿及餐飲業,彰化縣,2915460
2019-02-01,住宿及餐飲業,臺中市,17444359
2019-02-01,住宿及餐飲業,臺北市,37788080
2019-02-01,住宿及餐飲業,臺東縣,1447866
2019-02-01,住宿及餐飲業,臺南市,7575299
2019-02-01,住宿及餐飲業,澎湖縣,385008
2019-02-01,批發及零售業,宜蘭縣,15557061
2019-02-01,批發及零售業,花蓮縣,11428701
2019-02-01,批發及零售業,金門縣,4149329
2019-02-01,批發及零售業,南投縣,13492322
2019-02-01,批發及零售業,屏東縣,31070057
2019-02-01,批發及零售業,苗栗縣,27059302
2019-02-01,批發及零售業,桃園市,182661027
2019-02-01,批發及零售業,高雄市,246061699
2019-02-01,批發及零售業,基隆市,8712288
2019-02-01,批發及零售業,連江縣,209040
2019-02-01,批發及零售業,雲林縣,24372824
2019-02-01,批發及零售業,新北市,320198030
2019-02-01,批發及零售業,新竹市,58767515
2019-02-01,批發及零售業,新竹縣,40038323
2019-02-01,批發及零售業,嘉義市,19634998
2019-02-01,批發及零售業,嘉義縣,15372351
2019-02-01,批發及零售業,彰化縣,58389472
2019-02-01,批發及零售業,臺中市,228254600
2019-02-01,批發及零售業,臺北市,896000341
2019-02-01,批發及零售業,臺東縣,6161203
2019-02-01,批發及零售業,臺南市,122993672
2019-02-01,批發及零售業,澎湖縣,2244074
2019-02-01,金融及保險業,宜蘭縣,1295232
2019-02-01,金融及保險業,花蓮縣,858348
2019-02-01,金融及保險業,金門縣,84113
2019-02-01,金融及保險業,南投縣,974276
2019-02-01,金融及保險業,屏東縣,1510773
2019-02-01,金融及保險業,苗栗縣,1100429
2019-02-01,金融及保險業,桃園市,11003240
2019-02-01,金融及保險業,高雄市,13278695
2019-02-01,金融及保險業,基隆市,842376
2019-02-01,金融及保險業,連江縣,2440
2019-02-01,金融及保險業,雲林縣,1418666
2019-02-01,金融及保險業,新北市,17010381
2019-02-01,金融及保險業,新竹市,3079451
2019-02-01,金融及保險業,新竹縣,1735327
2019-02-01,金融及保險業,嘉義市,1266130
2019-02-01,金融及保險業,嘉義縣,905645
2019-02-01,金融及保險業,彰化縣,3039528
2019-02-01,金融及保險業,臺中市,16980419
2019-02-01,金融及保險業,臺北市,283906380
2019-02-01,金融及保險業,臺東縣,388504
2019-02-01,金融及保險業,臺南市,7250373
2019-02-01,金融及保險業,澎湖縣,129952
2019-02-01,教育業,宜蘭縣,17841
2019-02-01,教育業,花蓮縣,12270
2019-02-01,教育業,金門縣,356
2019-02-01,教育業,南投縣,8320
2019-02-01,教育業,屏東縣,30101
2019-02-01,教育業,苗栗縣,13440
2019-02-01,教育業,桃園市,330787
2019-02-01,教育業,高雄市,265862
2019-02-01,教育業,基隆市,7059
2019-02-01,教育業,連江縣,347
2019-02-01,教育業,雲林縣,23892
2019-02-01,教育業,新北市,261961
2019-02-01,教育業,新竹市,102335
2019-02-01,教育業,新竹縣,28255
2019-02-01,教育業,嘉義市,35866
2019-02-01,教育業,嘉義縣,4059
2019-02-01,教育業,彰化縣,46347
2019-02-01,教育業,臺中市,408588
2019-02-01,教育業,臺北市,1220416
2019-02-01,教育業,臺東縣,6537
2019-02-01,教育業,臺南市,161833
2019-02-01,教育業,澎湖縣,1601
2019-02-01,農、林、漁、牧業,宜蘭縣,127749
2019-02-01,農、林、漁、牧業,花蓮縣,54359
2019-02-01,農、林、漁、牧業,金門縣,11653
2019-02-01,農、林、漁、牧業,南投縣,267926
2019-02-01,農、林、漁、牧業,屏東縣,691366
2019-02-01,農、林、漁、牧業,苗栗縣,86027
2019-02-01,農、林、漁、牧業,桃園市,468535
2019-02-01,農、林、漁、牧業,高雄市,1211258
2019-02-01,農、林、漁、牧業,基隆市,23546
2019-02-01,農、林、漁、牧業,連江縣,1075
2019-02-01,農、林、漁、牧業,雲林縣,272112
2019-02-01,農、林、漁、牧業,新北市,478146
2019-02-01,農、林、漁、牧業,新竹市,26062
2019-02-01,農、林、漁、牧業,新竹縣,66848
2019-02-01,農、林、漁、牧業,嘉義市,24494
2019-02-01,農、林、漁、牧業,嘉義縣,381311
2019-02-01,農、林、漁、牧業,彰化縣,448391
2019-02-01,農、林、漁、牧業,臺中市,563217
2019-02-01,農、林、漁、牧業,臺北市,1477897
2019-02-01,農、林、漁、牧業,臺東縣,129312
2019-02-01,農、林、漁、牧業,臺南市,1067198
2019-02-01,農、林、漁、牧業,澎湖縣,15576
2019-02-01,運輸及倉儲業,宜蘭縣,1413520
2019-02-01,運輸及倉儲業,花蓮縣,730300
2019-02-01,運輸及倉儲業,金門縣,590041
2019-02-01,運輸及倉儲業,南投縣,782092
2019-02-01,運輸及倉儲業,屏東縣,891104
2019-02-01,運輸及倉儲業,苗栗縣,937879
2019-02-01,運輸及倉儲業,桃園市,34660131
2019-02-01,運輸及倉儲業,高雄市,21394285
2019-02-01,運輸及倉儲業,基隆市,6481187
2019-02-01,運輸及倉儲業,連江縣,152840
2019-02-01,運輸及倉儲業,雲林縣,1900257
2019-02-01,運輸及倉儲業,新北市,20437544
2019-02-01,運輸及倉儲業,新竹市,1111193
2019-02-01,運輸及倉儲業,新竹縣,1803035
2019-02-01,運輸及倉儲業,嘉義市,922289
2019-02-01,運輸及倉儲業,嘉義縣,1913317
2019-02-01,運輸及倉儲業,彰化縣,2347154
2019-02-01,運輸及倉儲業,臺中市,9542731
2019-02-01,運輸及倉儲業,臺北市,82536546
2019-02-01,運輸及倉儲業,臺東縣,604627
2019-02-01,運輸及倉儲業,臺南市,3948609
2019-02-01,運輸及倉儲業,澎湖縣,412665
2019-02-01,製造業,宜蘭縣,13905022
2019-02-01,製造業,花蓮縣,4801100
2019-02-01,製造業,金門縣,2408606
2019-02-01,製造業,南投縣,17022080
2019-02-01,製造業,屏東縣,18726386
2019-02-01,製造業,苗栗縣,100523991
2019-02-01,製造業,桃園市,261392822
2019-02-01,製造業,高雄市,305891522
2019-02-01,製造業,基隆市,3274163
2019-02-01,製造業,連江縣,150554
2019-02-01,製造業,雲林縣,175577854
2019-02-01,製造業,新北市,236464555
2019-02-01,製造業,新竹市,237622435
2019-02-01,製造業,新竹縣,102120912
2019-02-01,製造業,嘉義市,4111219
2019-02-01,製造業,嘉義縣,20374736
2019-02-01,製造業,彰化縣,122385667
2019-02-01,製造業,臺中市,261447361
2019-02-01,製造業,臺北市,242647184
2019-02-01,製造業,臺東縣,586329
2019-02-01,製造業,臺南市,160442051
2019-02-01,製造業,澎湖縣,91290
2019-02-01,醫療保健及社會工作服務業,宜蘭縣,6562
2019-02-01,醫療保健及社會工作服務業,花蓮縣,47576
2019-02-01,醫療保健及社會工作服務業,金門縣,350
2019-02-01,醫療保健及社會工作服務業,南投縣,5113
2019-02-01,醫療保健及社會工作服務業,屏東縣,12718
2019-02-01,醫療保健及社會工作服務業,苗栗縣,22064
2019-02-01,醫療保健及社會工作服務業,桃園市,76562
2019-02-01,醫療保健及社會工作服務業,高雄市,2986869
2019-02-01,醫療保健及社會工作服務業,基隆市,12800
2019-02-01,醫療保健及社會工作服務業,連江縣,0
2019-02-01,醫療保健及社會工作服務業,雲林縣,8217
2019-02-01,醫療保健及社會工作服務業,新北市,261260
2019-02-01,醫療保健及社會工作服務業,新竹市,17497
2019-02-01,醫療保健及社會工作服務業,新竹縣,36570
2019-02-01,醫療保健及社會工作服務業,嘉義市,7515
2019-02-01,醫療保健及社會工作服務業,嘉義縣,0
2019-02-01,醫療保健及社會工作服務業,彰化縣,55235
2019-02-01,醫療保健及社會工作服務業,臺中市,346420
2019-02-01,醫療保健及社會工作服務業,臺北市,999930
2019-02-01,醫療保健及社會工作服務業,臺東縣,2897
2019-02-01,醫療保健及社會工作服務業,臺南市,104482
2019-02-01,醫療保健及社會工作服務業,澎湖縣,0
2019-02-01,藝術、娛樂及休閒服務業,宜蘭縣,285126
2019-02-01,藝術、娛樂及休閒服務業,花蓮縣,230334
2019-02-01,藝術、娛樂及休閒服務業,金門縣,29357
2019-02-01,藝術、娛樂及休閒服務業,南投縣,439739
2019-02-01,藝術、娛樂及休閒服務業,屏東縣,407643
2019-02-01,藝術、娛樂及休閒服務業,苗栗縣,250365
2019-02-01,藝術、娛樂及休閒服務業,桃園市,1209463
2019-02-01,藝術、娛樂及休閒服務業,高雄市,1526423
2019-02-01,藝術、娛樂及休閒服務業,基隆市,178240
2019-02-01,藝術、娛樂及休閒服務業,連江縣,4564
2019-02-01,藝術、娛樂及休閒服務業,雲林縣,229070
2019-02-01,藝術、娛樂及休閒服務業,新北市,2209240
2019-02-01,藝術、娛樂及休閒服務業,新竹市,354673
2019-02-01,藝術、娛樂及休閒服務業,新竹縣,501086
2019-02-01,藝術、娛樂及休閒服務業,嘉義市,209639
2019-02-01,藝術、娛樂及休閒服務業,嘉義縣,136756
2019-02-01,藝術、娛樂及休閒服務業,彰化縣,279186
2019-02-01,藝術、娛樂及休閒服務業,臺中市,1731835
2019-02-01,藝術、娛樂及休閒服務業,臺北市,5935053
2019-02-01,藝術、娛樂及休閒服務業,臺東縣,81901
2019-02-01,藝術、娛樂及休閒服務業,臺南市,948056
2019-02-01,藝術、娛樂及休閒服務業,澎湖縣,35186
2019-04-01,不動產業,宜蘭縣,991619
2019-04-01,不動產業,花蓮縣,750185
2019-04-01,不動產業,金門縣,259566
2019-04-01,不動產業,南投縣,1208064
2019-04-01,不動產業,屏東縣,1261445
2019-04-01,不動產業,苗栗縣,1562116
2019-04-01,不動產業,桃園市,15557288
2019-04-01,不動產業,高雄市,25439035
2019-04-01,不動產業,基隆市,282657
2019-04-01,不動產業,連江縣,0
2019-04-01,不動產業,雲林縣,1663730
2019-04-01,不動產業,新北市,34490653
2019-04-01,不動產業,新竹市,4408673
2019-04-01,不動產業,新竹縣,4419731
2019-04-01,不動產業,嘉義市,1495084
2019-04-01,不動產業,嘉義縣,434153
2019-04-01,不動產業,彰化縣,3760665
2019-04-01,不動產業,臺中市,29348038
2019-04-01,不動產業,臺北市,88376858
2019-04-01,不動產業,臺東縣,253670
2019-04-01,不動產業,臺南市,10588948
2019-04-01,不動產業,澎湖縣,0
2019-04-01,住宿及餐飲業,宜蘭縣,2195564
2019-04-01,住宿及餐飲業,花蓮縣,1866083
2019-04-01,住宿及餐飲業,金門縣,351485
2019-04-01,住宿及餐飲業,南投縣,1961819
2019-04-01,住宿及餐飲業,屏東縣,2655624
2019-04-01,住宿及餐飲業,苗栗縣,1403365
2019-04-01,住宿及餐飲業,桃園市,8804186
2019-04-01,住宿及餐飲業,高雄市,11855178
2019-04-01,住宿及餐飲業,基隆市,1128050
2019-04-01,住宿及餐飲業,連江縣,59486
2019-04-01,住宿及餐飲業,雲林縣,1251466
2019-04-01,住宿及餐飲業,新北市,11766569
2019-04-01,住宿及餐飲業,新竹市,2630473
2019-04-01,住宿及餐飲業,新竹縣,2533348
2019-04-01,住宿及餐飲業,嘉義市,1658229
2019-04-01,住宿及餐飲業,嘉義縣,938283
2019-04-01,住宿及餐飲業,彰化縣,2712805
2019-04-01,住宿及餐飲業,臺中市,14078410
2019-04-01,住宿及餐飲業,臺北市,36654022
2019-04-01,住宿及餐飲業,臺東縣,1541488
2019-04-01,住宿及餐飲業,臺南市,7123503
2019-04-01,住宿及餐飲業,澎湖縣,508239
2019-04-01,批發及零售業,宜蘭縣,16115436
2019-04-01,批發及零售業,花蓮縣,11530370
2019-04-01,批發及零售業,金門縣,4148121
2019-04-01,批發及零售業,南投縣,13975938
2019-04-01,批發及零售業,屏東縣,33209015
2019-04-01,批發及零售業,苗栗縣,26769784
2019-04-01,批發及零售業,桃園市,192515806
2019-04-01,批發及零售業,高雄市,256520526
2019-04-01,批發及零售業,基隆市,8844941
2019-04-01,批發及零售業,連江縣,170749
2019-04-01,批發及零售業,雲林縣,25187603
2019-04-01,批發及零售業,新北市,330385107
2019-04-01,批發及零售業,新竹市,64598724
2019-04-01,批發及零售業,新竹縣,44917654
2019-04-01,批發及零售業,嘉義市,19665380
2019-04-01,批發及零售業,嘉義縣,16418832
2019-04-01,批發及零售業,彰化縣,63033031
2019-04-01,批發及零售業,臺中市,237841045
2019-04-01,批發及零售業,臺北市,967402111
2019-04-01,批發及零售業,臺東縣,6449909
2019-04-01,批發及零售業,臺南市,129725730
2019-04-01,批發及零售業,澎湖縣,2619185
